Accident No,Year,Month of the Year,Date & Time,Severity level,Speed zones,Road Class,Rma All,Injury level,Lga Name,Lga Name All,Dca Code,Sub Dca Code,Vehicle dca code,Map,Long,Lat,Road Type,Road geometry
T20170024586,2017,December,24/12/17 00.30.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,GEELONG,GEELONG,175,V01,Vehcile 1,444  E 6 ,144.4065,-37.96532,ROAD           ,Y intersection                      
T20170024586,2017,December,24/12/17 00.30.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,GEELONG,GEELONG,175,Q02,Vehcile 1,444  E 6 ,144.4065,-37.96532,ROAD           ,Y intersection                      
T20170024586,2017,December,24/12/17 00.30.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,GEELONG,GEELONG,175,V01,Vehcile 1,444  E 6 ,144.4065,-37.96532,ROAD           ,Y intersection                      
T20170024586,2017,December,24/12/17 00.30.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,GEELONG,GEELONG,175,Q02,Vehcile 1,444  E 6 ,144.4065,-37.96532,ROAD           ,Y intersection                      
T20170024586,2017,December,24/12/17 00.30.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,GEELONG,GEELONG,175,V01,Vehcile 1,444  E 6 ,144.4065,-37.96532,ROAD           ,Y intersection                      
T20140023146,2014,November,08/11/14 16.40.00,Other injury accident                    ,70,Unknown,,Not injured                         ,BAYSIDE,BAYSIDE,121,I04,Vehcile 1,76   C 3 ,144.98852,-37.92742,ROAD           ,Y intersection                      
T20140023146,2014,November,08/11/14 16.40.00,Other injury accident                    ,70,Unknown,,Not injured                         ,BAYSIDE,BAYSIDE,121,I04,Vehcile 1,76   C 3 ,144.98852,-37.92742,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,H03,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,I05,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,S01,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,H03,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,I05,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20180011887,2018,June,25/06/18 11.50.00,Other injury accident                    ,60,Local roads,Local Road,Other injury                        ,WODONGA,WODONGA,147,S01,Vehicle 2,35   F 3 ,146.8255,-36.10225,ROAD           ,Y intersection                      
T20170009806,2017,March,04/03/17 15.00.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,WELLINGTON,WELLINGTON,170,V01,Vehcile 1,64   C 8 ,146.66069,-37.40015,TRACK          ,Y intersection                      
T20170009806,2017,March,04/03/17 15.00.00,Other injury accident                    ,Unknown,Local roads,Local Road,Other injury                        ,WELLINGTON,WELLINGTON,170,V01,Vehcile 1,64   C 8 ,146.66069,-37.40015,TRACK          ,Y intersection                      
T20160021165,2016,September,24/09/16 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,BAW BAW,BAW BAW,174,V01,Vehcile 1,81   J 8 ,146.44088,-37.87876,ROAD           ,Y intersection                      
T20160021165,2016,September,24/09/16 13.30.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,BAW BAW,BAW BAW,174,V01,Vehcile 1,81   J 8 ,146.44088,-37.87876,ROAD           ,Y intersection                      
T20180019610,2018,October,19/10/18 07.50.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Local Road,Non Arterial",Other injury                        ,MELBOURNE,MELBOURNE,174,NRQ,Vehcile 1,2E   K 8 ,144.95219,-37.82185,STREET         ,Y intersection                      
T20180019610,2018,October,19/10/18 07.50.00,Other injury accident                    ,40,Arterial highway,"Arterial Highway,Local Road,Non Arterial",Other injury                        ,MELBOURNE,MELBOURNE,174,NRQ,Vehcile 1,2E   K 8 ,144.95219,-37.82185,STREET         ,Y intersection                      
T20180019628,2018,October,19/10/18 16.09.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,CASEY,CASEY,133,NRQ,Vehcile 1,111  B 11,145.33643,-38.04257,FREEWAY        ,Y intersection                      
T20180019628,2018,October,19/10/18 16.09.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,CASEY,CASEY,133,Z01,Vehcile 1,111  B 11,145.33643,-38.04257,FREEWAY        ,Y intersection                      
T20180019628,2018,October,19/10/18 16.09.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,CASEY,CASEY,133,NRQ,Vehcile 1,111  B 11,145.33643,-38.04257,FREEWAY        ,Y intersection                      
T20180019628,2018,October,19/10/18 16.09.00,Other injury accident                    ,100,Freeway,Freeway,Other injury                        ,CASEY,CASEY,133,Z01,Vehcile 1,111  B 11,145.33643,-38.04257,FREEWAY        ,Y intersection                      
T20190008832,2019,May,10/05/19 18.00.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,172,V01,Vehcile 1,97   G 7 ,146.36302,-38.343,ROAD           ,Y intersection                      
T20190008832,2019,May,10/05/19 18.00.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,172,V01,Vehcile 1,97   G 7 ,146.36302,-38.343,ROAD           ,Y intersection                      
T20180009084,2018,May,12/05/18 14.40.00,Serious injury accident                   ,60,Arterial other,Arterial Other,Serious injury                       ,YARRA RANGES,YARRA RANGES,174,NRQ,Vehcile 1,52   J 9 ,145.36649,-37.81785,ROAD           ,Y intersection                      
T20180009084,2018,May,12/05/18 14.40.00,Serious injury accident                   ,60,Arterial other,Arterial Other,Serious injury                       ,YARRA RANGES,YARRA RANGES,174,NRQ,Vehcile 1,52   J 9 ,145.36649,-37.81785,ROAD           ,Y intersection                      
T20140002061,2014,January,31/01/14 14.15.00,Serious injury accident                   ,100,Arterial highway,Arterial Highway,Serious injury                       ,MITCHELL,MITCHELL,134,NRQ,Vehcile 1,60   H 6 ,144.95548,-37.27165,HIGHWAY        ,Y intersection                      
T20140002061,2014,January,31/01/14 14.15.00,Serious injury accident                   ,100,Arterial highway,Arterial Highway,Serious injury                       ,MITCHELL,MITCHELL,134,NRQ,Vehcile 1,60   H 6 ,144.95548,-37.27165,HIGHWAY        ,Y intersection                      
T20140007629,2014,April,07/04/14 11.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,121,NRQ,Vehicle 2,51   F 1 ,145.31004,-37.789629999999995,ROAD           ,Y intersection                      
T20140007629,2014,April,07/04/14 11.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,YARRA RANGES,YARRA RANGES,121,NRQ,Vehicle 2,51   F 1 ,145.31004,-37.789629999999995,ROAD           ,Y intersection                      
T20140004717,2014,March,07/03/14 02.26.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BOROONDARA,BOROONDARA,134,NRQ,Vehicle 2,59   F 5 ,145.0464,-37.84535,ROAD           ,Y intersection                      
T20140004717,2014,March,07/03/14 02.26.00,Other injury accident                    ,60,Arterial highway,Arterial Highway,Other injury                        ,BOROONDARA,BOROONDARA,134,NRQ,Vehicle 2,59   F 5 ,145.0464,-37.84535,ROAD           ,Y intersection                      
T20150004339,2015,February,26/02/15 12.30.00,Serious injury accident                   ,50,Local roads,Local Road,Serious injury                       ,WHITTLESEA,WHITTLESEA,160,R02,Vehcile 1,181  K 6 ,145.02008999999998,-37.631170000000004,AVENUE         ,Y intersection                      
T20150004339,2015,February,26/02/15 12.30.00,Serious injury accident                   ,50,Local roads,Local Road,Serious injury                       ,WHITTLESEA,WHITTLESEA,160,R02,Vehcile 1,181  K 6 ,145.02008999999998,-37.631170000000004,AVENUE         ,Y intersection                      
T20150004540,2015,March,03/03/15 12.20.00,Serious injury accident                   ,40,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,123,NRQ,Vehcile 1,437  A 8 ,144.95781000000002,-37.808690000000006,STREET         ,Y intersection                      
T20150004540,2015,March,03/03/15 12.20.00,Serious injury accident                   ,40,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,123,NRQ,Vehcile 1,437  A 8 ,144.95781000000002,-37.808690000000006,STREET         ,Y intersection                      
T20150004540,2015,March,03/03/15 12.20.00,Serious injury accident                   ,40,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,123,NRQ,Vehicle 2,437  A 8 ,144.95781000000002,-37.808690000000006,STREET         ,Y intersection                      
T20150004540,2015,March,03/03/15 12.20.00,Serious injury accident                   ,40,Local roads,Local Road,Serious injury                       ,MELBOURNE,MELBOURNE,123,NRQ,Vehicle 2,437  A 8 ,144.95781000000002,-37.808690000000006,STREET         ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,Q10,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,V01,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170016049,2017,August,19/08/17 04.15.00,Serious injury accident                   ,100,Local roads,Local Road,Serious injury                       ,INDIGO,INDIGO,183,W02,Vehcile 1,35   A 2 ,146.54655,-36.04915,ROAD           ,Y intersection                      
T20170020208,2017,October,15/10/17 12.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,SURF COAST,SURF COAST,166,Q10,Vehcile 1,93   B 8 ,144.00259,-38.384679999999996,ROAD           ,Y intersection                      
T20170020208,2017,October,15/10/17 12.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,SURF COAST,SURF COAST,166,Q10,Vehcile 1,93   B 8 ,144.00259,-38.384679999999996,ROAD           ,Y intersection                      
T20170020208,2017,October,15/10/17 12.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,SURF COAST,SURF COAST,166,Q10,Vehcile 1,93   B 8 ,144.00259,-38.384679999999996,ROAD           ,Y intersection                      
T20170020208,2017,October,15/10/17 12.00.00,Serious injury accident                   ,Unknown,Local roads,Local Road,Serious injury                       ,SURF COAST,SURF COAST,166,Q10,Vehcile 1,93   B 8 ,144.00259,-38.384679999999996,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,Q03,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,V01,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,Q03,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,V01,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,Q03,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,V01,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,Q03,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20180007437,2018,April,19/04/18 22.45.00,Serious injury accident                   ,60,Local roads,Local Road,Serious injury                       ,HEPBURN,HEPBURN,175,V01,Vehcile 1,59   E 8 ,144.21555,-37.414640000000006,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,A01,Vehicle 2,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,N01,Vehicle 2,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,A01,Vehicle 2,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Not injured                         ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,N01,Vehicle 2,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20180013589,2018,July,18/07/18 22.31.00,Serious injury accident                   ,60,Arterial highway,Arterial Highway,Serious injury                       ,MELBOURNE,MELBOURNE,164,Q12,Vehcile 1,437  B 9 ,144.97615,-37.82309,AVENUE         ,Y intersection                      
T20180013589,2018,July,18/07/18 22.31.00,Serious injury accident                   ,60,Arterial highway,Arterial Highway,Serious injury                       ,MELBOURNE,MELBOURNE,164,Q12,Vehcile 1,437  B 9 ,144.97615,-37.82309,AVENUE         ,Y intersection                      
T20180005688,2018,March,25/03/18 13.46.00,Serious injury accident                   ,80,Arterial highway,"Arterial Highway,Local Road",Serious injury                       ,MOYNE,MOYNE,113,NRQ,Vehicle 2,90   E 9 ,142.75301000000002,-38.44745,ROAD           ,Y intersection                      
T20180005688,2018,March,25/03/18 13.46.00,Serious injury accident                   ,80,Arterial highway,"Arterial Highway,Local Road",Serious injury                       ,MOYNE,MOYNE,113,NRQ,Vehicle 2,90   E 9 ,142.75301000000002,-38.44745,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Serious injury                       ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,A01,Vehcile 1,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Serious injury                       ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,N01,Vehcile 1,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Serious injury                       ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,A01,Vehcile 1,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140008570,2014,April,26/04/14 11.45.00,Serious injury accident                   ,60,Arterial other,"Arterial Other,Local Road",Serious injury                       ,MOUNT ALEXANDER,MOUNT ALEXANDER,130,N01,Vehcile 1,44   C 9 ,144.10172,-36.98079,ROAD           ,Y intersection                      
T20140002061,2014,January,31/01/14 14.15.00,Serious injury accident                   ,100,Arterial highway,Arterial Highway,Not injured                         ,MITCHELL,MITCHELL,134,NRQ,Vehicle 2,60   H 6 ,144.95548,-37.27165,HIGHWAY        ,Y intersection                      
T20140002061,2014,January,31/01/14 14.15.00,Serious injury accident                   ,100,Arterial highway,Arterial Highway,Not injured                         ,MITCHELL,MITCHELL,134,NRQ,Vehicle 2,60   H 6 ,144.95548,-37.27165,HIGHWAY        ,Y intersection                      
T20160018560,2016,August,24/08/16 16.05.00,Serious injury accident                   ,70,Arterial other,"Arterial Other,Local Road",Serious injury                       ,YARRA RANGES,"YARRA RANGES,KNOX",113,NRQ,Vehicle 2,74   G 6 ,145.31573999999998,-37.89411,HIGHWAY        ,Y intersection                      
T20160018560,2016,August,24/08/16 16.05.00,Serious injury accident                   ,70,Arterial other,"Arterial Other,Local Road",Serious injury                       ,YARRA RANGES,"YARRA RANGES,KNOX",113,NRQ,Vehicle 2,74   G 6 ,145.31573999999998,-37.89411,HIGHWAY        ,Y intersection                      
T20140012578,2014,June,18/06/14 22.10.00,Other injury accident                    ,80,Arterial other,Arterial Other,Other injury                        ,WYNDHAM,WYNDHAM,120,L01,Vehicle 2,198  K 1 ,144.74975,-37.92171,ROAD           ,Y intersection                      
T20140012578,2014,June,18/06/14 22.10.00,Other injury accident                    ,80,Arterial other,Arterial Other,Other injury                        ,WYNDHAM,WYNDHAM,120,L01,Vehicle 2,198  K 1 ,144.74975,-37.92171,ROAD           ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,130,A01,Vehicle 2,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,130,N01,Vehicle 2,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,130,A01,Vehicle 2,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140011448,2014,May,31/05/14 13.30.00,Other injury accident                    ,Unknown,Arterial other,Arterial Other,Other injury                        ,MELBOURNE,MELBOURNE,130,N01,Vehicle 2,2B   C 2 ,144.95928999999998,-37.79005,ROAD WEST      ,Y intersection                      
T20140008454,2014,April,22/04/14 14.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,130,A01,Vehicle 2,16   G 5 ,144.91736,-37.71365,ROAD           ,Y intersection                      
T20140008454,2014,April,22/04/14 14.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,130,N01,Vehicle 2,16   G 5 ,144.91736,-37.71365,ROAD           ,Y intersection                      
T20140008454,2014,April,22/04/14 14.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,130,A01,Vehicle 2,16   G 5 ,144.91736,-37.71365,ROAD           ,Y intersection                      
T20140008454,2014,April,22/04/14 14.30.00,Other injury accident                    ,60,Arterial other,"Arterial Other,Local Road",Other injury                        ,MORELAND,MORELAND,130,N01,Vehicle 2,16   G 5 ,144.91736,-37.71365,ROAD           ,Y intersection                      
T20140007330,2014,April,09/04/14 08.30.00,Other injury accident                    ,60,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,174,NRQ,Vehcile 1,2E   G 2 ,144.94525,-37.8121,HIGHWAY        ,Y intersection                      
T20140007330,2014,April,09/04/14 08.30.00,Other injury accident                    ,60,Unknown,,Other injury                        ,MELBOURNE,MELBOURNE,174,NRQ,Vehcile 1,2E   G 2 ,144.94525,-37.8121,HIGHWAY        ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,132,N01,Vehicle 2,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,132,A01,Vehicle 2,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,132,N01,Vehicle 2,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,132,A01,Vehicle 2,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20170016856,2017,August,31/08/17 14.07.00,Other injury accident                    ,100,Local roads,Local Road,Other injury                        ,LATROBE,LATROBE,132,N01,Vehicle 2,97   G 5 ,146.31833999999998,-38.20971,TRACK          ,Y intersection                      
T20180015369,2018,August,10/08/18 17.30.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,FRANKSTON,FRANKSTON,130,A03,Vehicle 2,102  D 8 ,145.12527,-38.16556,ROAD           ,Y intersection                      
T20180015369,2018,August,10/08/18 17.30.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,FRANKSTON,FRANKSTON,130,N01,Vehicle 2,102  D 8 ,145.12527,-38.16556,ROAD           ,Y intersection                      
T20180015369,2018,August,10/08/18 17.30.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,FRANKSTON,FRANKSTON,130,A03,Vehicle 2,102  D 8 ,145.12527,-38.16556,ROAD           ,Y intersection                      
T20180015369,2018,August,10/08/18 17.30.00,Other injury accident                    ,50,Local roads,Local Road,Other injury                        ,FRANKSTON,FRANKSTON,130,N01,Vehicle 2,102  D 8 ,145.12527,-38.16556,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,Q04,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,V01,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,Q04,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,V01,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,Q04,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,V01,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,Q04,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180008679,2018,May,08/05/18 08.05.00,Other injury accident                    ,80,Local roads,Local Road,Other injury                        ,NILLUMBIK,NILLUMBIK,171,V01,Vehcile 1,185  E 11,145.17144,-37.649879999999996,ROAD           ,Y intersection                      
T20180004456,2018,March,08/03/18 10.44.00,Other injury accident                    ,40,Arterial other,Arterial Other,Not injured                         ,NILLUMBIK,NILLUMBIK,120,L01,Vehicle 2,23   F 11,145.22249,-37.73537,ROAD           ,Y intersection                      
